,type
150181.cif,0
38021.cif,1
71883.cif,0
254565.cif,0
657997.cif,1
58620.cif,1
419475.cif,1
106690.cif,1
51499.cif,1
635215.cif,1
410900.cif,0
43439.cif,1
634607.cif,1
240467.cif,0
672779.cif,1
79536.cif,0
109365.cif,0
1975.cif,0
243515.cif,1
622113.cif,1
58766.cif,1
2279.cif,1
673496.cif,1
90392.cif,1
639562.cif,1
411262.cif,0
58257.cif,1
630671.cif,1
151241.cif,1
51016.cif,0
163111.cif,0
429339.cif,0
405106.cif,0
411545.cif,1
59834.cif,0
600915.cif,1
671558.cif,1
165743.cif,1
250697.cif,0
82153.cif,0
600961.cif,1
182063.cif,1
412758.cif,1
72734.cif,0
63661.cif,0
88511.cif,1
183288.cif,0
255888.cif,0
626736.cif,1
9460.cif,0
422618.cif,0
53661.cif,1
105220.cif,1
291432.cif,1
71736.cif,0
81086.cif,1
252797.cif,1
82204.cif,1
426199.cif,0
163863.cif,1
62838.cif,0
65192.cif,0
31830.cif,1
106862.cif,1
1935.cif,0
107103.cif,1
626578.cif,1
73092.cif,1
262260.cif,0
420615.cif,1
624748.cif,1
191833.cif,1
22399.cif,0
82933.cif,0
88936.cif,0
26364.cif,0
174329.cif,0
152128.cif,0
49015.cif,0
79595.cif,1
238927.cif,0
423395.cif,0
40217.cif,0
2234.cif,0
240881.cif,0
51522.cif,1
657944.cif,1
431962.cif,0
674063.cif,0
161497.cif,0
173676.cif,1
620174.cif,1
189269.cif,0
82688.cif,0
32520.cif,0
155271.cif,0
173447.cif,0
656586.cif,1
171497.cif,1
602673.cif,1
631167.cif,1
637470.cif,1
280328.cif,0
415458.cif,0
182114.cif,1
23038.cif,1
34077.cif,0
71347.cif,0
91001.cif,1
413486.cif,1
629247.cif,1
248338.cif,0
262042.cif,1
20009.cif,1
103209.cif,1
45666.cif,0
615035.cif,1
24090.cif,1
422870.cif,1
425293.cif,0
420259.cif,0
413899.cif,0
603286.cif,1
52499.cif,1
423251.cif,1
20554.cif,1
78823.cif,1
58069.cif,1
65109.cif,1
172865.cif,1
13.cif,1
670867.cif,1
87816.cif,0
15999.cif,1
245474.cif,1
414329.cif,1
201017.cif,0
18105.cif,0
245121.cif,1
20859.cif,1
161107.cif,1
409984.cif,0
254515.cif,0
88712.cif,1
95290.cif,0
238199.cif,1
635637.cif,1
23872.cif,1
642206.cif,1
248311.cif,0
380465.cif,0
48182.cif,0
415154.cif,0
617345.cif,1
180208.cif,1
636.cif,0
676305.cif,1
410199.cif,0
9314.cif,0
96723.cif,0
412728.cif,1
33566.cif,0
196628.cif,1
615058.cif,1
644945.cif,1
658218.cif,1
650041.cif,0
187725.cif,0
33711.cif,0
411437.cif,1
610374.cif,1
611301.cif,1
10342.cif,1
404572.cif,0
648492.cif,0
76597.cif,1
27424.cif,0
674951.cif,0
626435.cif,1
39373.cif,0
3234.cif,0
151193.cif,1
170217.cif,0
66120.cif,1
656786.cif,1
637471.cif,1
173260.cif,0
619816.cif,1
98196.cif,0
50758.cif,0
151403.cif,1
102318.cif,1
252003.cif,0
626346.cif,1
420249.cif,1
185810.cif,0
39598.cif,1
57484.cif,1
27800.cif,0
71908.cif,0
673972.cif,0
85523.cif,1
108534.cif,1
168962.cif,0
411880.cif,0
637438.cif,1
420126.cif,0
202640.cif,0
424553.cif,0
260044.cif,0
34189.cif,0
65287.cif,0
417966.cif,1
77815.cif,0
73139.cif,0
416726.cif,0
424085.cif,0
81429.cif,0
630651.cif,1
100181.cif,1
616.cif,0
152756.cif,1
83394.cif,0
413352.cif,1
39487.cif,1
608754.cif,1
195619.cif,0
624414.cif,1
68071.cif,1
245131.cif,0
673684.cif,1
615127.cif,1
38328.cif,0
605793.cif,1
408584.cif,0
237364.cif,0
9869.cif,0
424464.cif,1
20623.cif,0
409650.cif,0
26748.cif,0
166824.cif,0
27164.cif,0
636733.cif,1
422057.cif,0
60015.cif,1
43876.cif,1
419350.cif,0
152441.cif,1
16759.cif,0
150580.cif,1
255737.cif,0
154397.cif,1
657256.cif,1
424286.cif,0
410247.cif,1
58149.cif,1
35397.cif,0
629989.cif,1
157627.cif,1
650408.cif,1
158269.cif,1
620875.cif,1
51602.cif,1
109332.cif,0
600548.cif,1
198616.cif,1
635434.cif,1
93598.cif,0
102712.cif,1
647810.cif,1
81467.cif,0
57901.cif,1
652008.cif,1
263344.cif,0
425335.cif,1
253689.cif,0
30556.cif,1
3544.cif,0
600971.cif,1
59826.cif,0
102582.cif,1
97690.cif,1
657947.cif,1
649510.cif,1
419063.cif,1
658122.cif,1
152627.cif,1
243641.cif,0
408996.cif,0
671666.cif,1
676267.cif,1
106411.cif,1
73822.cif,1
671995.cif,1
250784.cif,0
603456.cif,1
35234.cif,0
412726.cif,1
616310.cif,1
624485.cif,1
606748.cif,1
10140.cif,1
23842.cif,0
201413.cif,0
240260.cif,0
247645.cif,1
35761.cif,0
90799.cif,1
634929.cif,1
44047.cif,1
237011.cif,1
27103.cif,0
4262.cif,1
419821.cif,0
201778.cif,0
607036.cif,1
609378.cif,1
635167.cif,1
16561.cif,1
428758.cif,1
81572.cif,1
31671.cif,1
105891.cif,1
651283.cif,0
52638.cif,1
152106.cif,0
429621.cif,0
671169.cif,1
109426.cif,1
649575.cif,1
634368.cif,1
416195.cif,0
55777.cif,1
105494.cif,1
676044.cif,1
670059.cif,1
427737.cif,1
65434.cif,0
262927.cif,0
416964.cif,1
237302.cif,1
36379.cif,0
616575.cif,1
675811.cif,1
240324.cif,0
52674.cif,1
109999.cif,0
28120.cif,0
423987.cif,0
237728.cif,1
639366.cif,0
186868.cif,0
50082.cif,1
645.cif,0
630832.cif,1
673555.cif,1
244334.cif,0
95850.cif,0
106389.cif,1
14171.cif,1
243763.cif,0
106252.cif,1
62573.cif,0
85583.cif,0
423975.cif,0
24865.cif,1
244202.cif,0
433123.cif,1
169889.cif,0
161265.cif,0
670939.cif,1
430859.cif,1
96944.cif,1
21069.cif,0
649699.cif,1
254384.cif,0
260730.cif,0
79719.cif,0
256031.cif,0
628320.cif,1
237387.cif,1
649953.cif,1
23315.cif,1
609200.cif,1
201418.cif,1
603992.cif,1
30430.cif,0
621874.cif,1
160450.cif,0
643050.cif,0
68490.cif,1
43659.cif,1
104790.cif,1
161190.cif,0
411361.cif,0
609429.cif,1
300253.cif,1
183218.cif,1
300196.cif,1
76100.cif,1
254558.cif,0
622714.cif,1
640340.cif,1
646467.cif,1
418683.cif,0
617613.cif,1
162803.cif,0
30334.cif,1
252664.cif,0
672442.cif,1
608167.cif,1
671678.cif,0
108201.cif,1
254385.cif,0
426699.cif,1
82524.cif,0
56397.cif,1
675949.cif,1
618623.cif,1
65882.cif,0
166488.cif,0
621131.cif,1
108684.cif,1
73484.cif,0
65219.cif,1
104447.cif,1
163040.cif,0
615581.cif,1
418804.cif,0
65979.cif,0
39478.cif,0
83648.cif,0
608138.cif,1
69358.cif,0
258942.cif,0
33908.cif,0
186820.cif,1
56099.cif,0
426346.cif,0
674070.cif,0
44193.cif,1
81756.cif,1
614336.cif,1
676226.cif,1
43799.cif,1
253703.cif,1
173622.cif,1
59874.cif,0
260758.cif,1
658115.cif,1
77032.cif,1
27388.cif,1
81677.cif,0
157849.cif,0
244378.cif,0
412920.cif,0
9105.cif,0
281153.cif,0
406331.cif,0
73393.cif,1
613611.cif,1
156705.cif,0
66210.cif,0
611086.cif,1
59343.cif,0
431974.cif,0
424077.cif,0
614333.cif,1
77241.cif,0
87077.cif,0
636298.cif,1
54912.cif,1
55342.cif,1
608386.cif,1
190942.cif,0
638632.cif,1
1865.cif,1
430348.cif,0
658326.cif,1
163108.cif,0
280878.cif,0
621750.cif,1
606298.cif,1
33271.cif,0
242240.cif,0
424086.cif,0
630883.cif,1
200549.cif,0
172521.cif,0
187136.cif,1
431517.cif,0
183109.cif,1
421437.cif,0
81847.cif,1
170463.cif,0
152650.cif,1
81538.cif,0
416245.cif,0
608215.cif,1
424349.cif,1
90279.cif,1
404847.cif,1
670900.cif,0
710003.cif,0
641685.cif,1
59900.cif,0
425933.cif,0
611244.cif,1
635093.cif,1
248876.cif,0
69456.cif,1
675087.cif,1
95761.cif,1
425172.cif,0
671373.cif,1
71786.cif,0
615946.cif,1
31301.cif,0
100126.cif,1
676244.cif,1
240094.cif,1
239576.cif,0
23775.cif,0
38407.cif,1
200922.cif,0
631840.cif,1
154442.cif,1
43254.cif,0
110723.cif,0
26252.cif,1
28893.cif,1
201010.cif,0
82800.cif,0
2417.cif,1
54595.cif,1
601039.cif,1
417791.cif,0
615982.cif,1
616028.cif,1
195573.cif,1
280967.cif,0
644379.cif,1
48030.cif,1
102118.cif,1
4255.cif,0
647218.cif,1
648746.cif,1
673784.cif,1
609861.cif,1
3563.cif,0
51058.cif,1
249515.cif,1
635666.cif,1
429825.cif,0
57363.cif,1
96134.cif,0
245326.cif,1
33522.cif,1
249439.cif,0
196876.cif,1
39960.cif,0
670407.cif,1
254781.cif,0
604198.cif,1
424472.cif,0
74762.cif,0
405134.cif,1
629135.cif,1
191600.cif,1
75009.cif,1
249354.cif,1
413237.cif,0
416484.cif,1
40427.cif,1
2962.cif,0
636650.cif,1
600081.cif,1
53623.cif,1
96952.cif,1
161205.cif,0
409860.cif,0
187975.cif,1
77892.cif,1
409679.cif,1
250751.cif,0
634327.cif,1
52987.cif,1
651620.cif,1
656063.cif,1
240751.cif,1
9659.cif,0
415598.cif,1
675943.cif,1
107658.cif,1
53270.cif,1
63469.cif,0
68921.cif,0
251337.cif,0
639855.cif,1
650823.cif,1
281063.cif,1
67139.cif,0
73389.cif,1
1428.cif,0
201898.cif,0
244804.cif,0
192436.cif,0
186802.cif,0
414474.cif,1
83132.cif,1
61435.cif,0
86146.cif,1
633568.cif,1
62472.cif,1
420548.cif,0
104272.cif,1
68549.cif,0
110200.cif,0
261280.cif,0
57668.cif,1
161960.cif,0
245766.cif,1
75175.cif,0
66780.cif,1
603495.cif,1
104962.cif,1
182772.cif,1
182756.cif,0
51070.cif,1
605002.cif,1
401085.cif,0
672209.cif,1
673819.cif,1
420299.cif,0
259802.cif,0
50633.cif,1
415433.cif,0
9271.cif,0
2772.cif,0
73132.cif,0
26840.cif,0
86302.cif,1
646544.cif,1
190426.cif,1
58824.cif,1
54138.cif,0
673707.cif,1
238295.cif,0
82919.cif,1
647643.cif,1
675716.cif,1
1017.cif,1
30910.cif,0
66917.cif,0
635699.cif,1
20326.cif,1
77055.cif,1
611383.cif,1
280909.cif,0
77225.cif,1
40150.cif,0
637059.cif,1
6011.cif,0
105275.cif,1
110742.cif,1
81584.cif,1
243495.cif,0
89533.cif,1
102108.cif,1
172777.cif,0
60551.cif,0
671236.cif,1
22164.cif,1
83713.cif,1
58485.cif,1
61276.cif,0
50812.cif,0
603205.cif,0
16963.cif,0
173015.cif,1
172017.cif,1
261188.cif,0
256775.cif,0
200740.cif,0
58508.cif,1
603787.cif,1
28259.cif,0
110515.cif,0
180202.cif,0
24837.cif,0
24161.cif,1
201679.cif,0
98680.cif,0
604063.cif,1
23810.cif,0
412882.cif,1
248407.cif,0
85244.cif,1
76163.cif,1
600832.cif,1
71642.cif,1
62263.cif,0
391094.cif,0
612821.cif,1
631740.cif,1
640373.cif,1
653081.cif,1
256229.cif,0
280240.cif,0
49750.cif,0
191491.cif,1
432590.cif,0
183160.cif,1
81778.cif,0
633562.cif,1
601643.cif,1
649886.cif,1
167770.cif,1
281643.cif,0
401546.cif,0
87614.cif,0
608198.cif,1
194476.cif,0
4704.cif,0
241470.cif,1
189853.cif,1
672791.cif,1
423476.cif,0
610124.cif,1
409846.cif,1
674179.cif,0
656878.cif,1
613166.cif,1
612882.cif,1
201056.cif,0
646443.cif,1
68621.cif,1
201837.cif,1
170603.cif,0
623402.cif,1
74833.cif,0
65203.cif,1
236335.cif,0
16422.cif,0
642744.cif,1
94091.cif,0
59239.cif,0
623691.cif,1
672452.cif,0
67711.cif,1
25809.cif,0
674231.cif,0
648666.cif,1
183289.cif,0
281011.cif,0
401723.cif,0
415673.cif,1
623484.cif,1
62024.cif,0
636580.cif,1
281239.cif,0
85283.cif,1
190094.cif,1
98679.cif,0
26776.cif,1
152801.cif,1
62479.cif,1
607690.cif,1
258996.cif,0
90849.cif,0
77052.cif,0
674693.cif,1
104108.cif,1
104723.cif,1
258702.cif,0
89522.cif,0
91475.cif,0
628580.cif,1
58903.cif,1
614897.cif,1
255933.cif,0
41380.cif,1
16138.cif,0
165641.cif,0
172021.cif,1
639147.cif,1
415195.cif,1
8019.cif,1
425942.cif,0
71348.cif,0
78947.cif,0
415949.cif,1
8039.cif,1
608929.cif,1
25301.cif,1
74651.cif,0
432121.cif,1
42388.cif,1
69487.cif,1
60510.cif,0
280957.cif,0
3212.cif,0
676184.cif,1
85305.cif,1
412904.cif,1
74936.cif,1
630089.cif,1
88848.cif,0
238209.cif,0
281768.cif,0
74050.cif,0
94686.cif,1
202502.cif,0
675810.cif,1
36081.cif,0
43673.cif,1
16630.cif,1
58714.cif,1
95177.cif,1
430320.cif,1
635810.cif,1
658053.cif,1
635712.cif,1
42947.cif,1
420765.cif,1
185563.cif,1
418139.cif,1
72465.cif,0
41357.cif,0
152166.cif,0
9434.cif,0
171375.cif,0
165890.cif,0
42934.cif,1
59572.cif,1
405326.cif,1
613173.cif,1
431972.cif,1
432462.cif,0
260791.cif,0
197425.cif,1
104540.cif,1
606421.cif,1
80528.cif,1
89626.cif,1
82574.cif,1
172434.cif,0
18098.cif,0
641017.cif,1
676307.cif,1
110528.cif,0
641056.cif,1
200302.cif,0
380254.cif,0
423635.cif,0
602350.cif,1
25628.cif,1
250486.cif,0
290893.cif,0
291512.cif,0
674087.cif,0
402124.cif,1
78782.cif,0
646185.cif,1
671345.cif,1
631161.cif,1
651604.cif,1
26571.cif,1
58157.cif,1
75984.cif,1
56250.cif,1
155985.cif,1
254912.cif,0
675927.cif,1
280023.cif,0
43847.cif,1
26322.cif,0
642480.cif,1
651315.cif,1
77104.cif,0
193360.cif,1
86057.cif,1
429571.cif,0
609647.cif,1
20220.cif,1
109275.cif,0
174195.cif,1
612899.cif,1
252788.cif,0
59458.cif,1
291370.cif,1
637469.cif,1
194193.cif,0
73548.cif,0
74773.cif,0
90622.cif,0
675797.cif,1
64595.cif,1
95839.cif,0
615739.cif,1
420612.cif,1
247144.cif,0
100277.cif,0
56411.cif,1
75473.cif,0
257730.cif,1
241364.cif,1
22089.cif,1
613689.cif,1
28931.cif,1
632249.cif,1
9311.cif,1
675892.cif,0
638495.cif,1
252312.cif,0
653189.cif,1
80001.cif,1
281433.cif,0
162883.cif,0
244140.cif,0
100300.cif,0
431381.cif,0
54839.cif,0
621854.cif,1
646657.cif,1
409682.cif,1
183648.cif,0
610947.cif,1
57551.cif,1
420180.cif,0
611790.cif,1
411709.cif,1
263129.cif,0
251082.cif,0
603441.cif,1
69767.cif,1
670784.cif,1
4433.cif,0
21068.cif,0
4169.cif,1
616200.cif,1
187151.cif,1
241968.cif,0
412406.cif,0
653076.cif,1
69538.cif,0
94225.cif,0
77034.cif,1
417848.cif,0
650972.cif,1
67478.cif,1
641132.cif,1
196229.cif,1
632453.cif,1
170869.cif,0
412707.cif,1
1886.cif,0
262269.cif,0
629404.cif,1
672531.cif,1
106184.cif,1
96409.cif,0
182353.cif,1
418534.cif,1
414650.cif,0
182279.cif,1
31595.cif,1
26998.cif,0
609880.cif,1
130039.cif,1
63570.cif,1
26096.cif,0
670967.cif,1
107746.cif,1
281637.cif,0
657999.cif,1
261371.cif,1
402750.cif,0
417771.cif,0
609466.cif,1
152562.cif,1
634395.cif,1
24305.cif,0
418538.cif,0
16099.cif,0
41166.cif,1
260324.cif,0
85412.cif,0
409936.cif,0
424179.cif,1
65118.cif,0
166900.cif,0
43020.cif,1
105644.cif,1
77973.cif,1
405782.cif,1
245448.cif,0
8070.cif,0
76763.cif,1
28083.cif,0
431201.cif,0
55488.cif,0
619297.cif,1
31206.cif,0
630722.cif,1
28168.cif,0
85619.cif,0
613161.cif,1
150691.cif,1
412676.cif,0
432518.cif,0
58475.cif,1
429723.cif,1
48114.cif,0
254284.cif,1
33952.cif,0
187147.cif,1
658961.cif,1
180022.cif,0
670919.cif,1
279618.cif,0
256615.cif,0
154124.cif,0
670602.cif,1
105627.cif,1
76195.cif,0
102135.cif,1
28640.cif,1
182291.cif,1
191434.cif,1
155840.cif,1
415418.cif,0
429881.cif,1
617674.cif,1
649803.cif,1
154317.cif,0
200371.cif,0
87080.cif,0
160566.cif,0
54756.cif,1
103418.cif,1
152838.cif,1
23309.cif,1
255548.cif,0
422181.cif,0
674560.cif,1
613731.cif,1
40661.cif,0
604350.cif,1
67685.cif,0
422494.cif,0
641498.cif,1
198184.cif,1
675766.cif,1
656489.cif,1
30856.cif,0
68283.cif,0
194045.cif,0
620273.cif,1
151300.cif,1
32587.cif,1
675579.cif,0
414648.cif,0
30444.cif,1
66843.cif,0
33789.cif,0
53198.cif,1
1391.cif,0
107102.cif,1
14382.cif,1
20935.cif,0
20244.cif,1
1307.cif,0
107864.cif,1
241546.cif,1
601369.cif,1
653385.cif,1
674181.cif,1
59856.cif,0
16618.cif,0
201981.cif,1
84886.cif,0
66555.cif,0
77850.cif,1
93767.cif,0
676076.cif,0
171346.cif,0
68387.cif,1
174071.cif,0
62272.cif,1
52127.cif,1
166595.cif,0
54546.cif,1
418535.cif,0
59350.cif,0
58687.cif,1
628936.cif,0
710013.cif,0
244844.cif,0
88455.cif,0
671494.cif,0
98426.cif,1
67831.cif,0
9895.cif,0
656950.cif,1
421494.cif,0
74452.cif,1
76297.cif,1
51890.cif,1
249480.cif,0
657621.cif,1
672907.cif,1
25699.cif,0
106953.cif,1
674064.cif,0
633112.cif,1
186997.cif,0
670491.cif,1
39118.cif,0
23347.cif,0
171888.cif,1
670973.cif,1
58242.cif,0
166835.cif,0
163041.cif,0
81546.cif,1
602789.cif,1
633.cif,1
280583.cif,1
401990.cif,0
182777.cif,0
624601.cif,1
9374.cif,0
644085.cif,1
65704.cif,0
201803.cif,0
630125.cif,1
238298.cif,0
53249.cif,1
78368.cif,0
73018.cif,1
80902.cif,1
400465.cif,0
77572.cif,1
614442.cif,1
88339.cif,0
183792.cif,1
380306.cif,0
249735.cif,0
183632.cif,1
625418.cif,1
261871.cif,1
182720.cif,0
26650.cif,1
621337.cif,1
40497.cif,0
280174.cif,0
15142.cif,1
170601.cif,0
94995.cif,1
252704.cif,1
98726.cif,0
290619.cif,0
241973.cif,0
245978.cif,0
67662.cif,1
251584.cif,1
672747.cif,1
260829.cif,0
656222.cif,1
58585.cif,1
2242.cif,1
281332.cif,0
57598.cif,1
50160.cif,1
621181.cif,1
628339.cif,1
6062.cif,0
68227.cif,0
54733.cif,1
76201.cif,1
431975.cif,0
610591.cif,1
69990.cif,1
171795.cif,0
19019.cif,0
34326.cif,0
652695.cif,1
68622.cif,0
72116.cif,0
423457.cif,1
63050.cif,0
254978.cif,0
82674.cif,1
67157.cif,0
248234.cif,1
243551.cif,0
31050.cif,0
35411.cif,0
670203.cif,1
68556.cif,1
239049.cif,1
602784.cif,1
411438.cif,0
239390.cif,0
39218.cif,0
20500.cif,0
98643.cif,0
41323.cif,0
265013.cif,0
24509.cif,1
636250.cif,1
36035.cif,0
605007.cif,1
28922.cif,1
670823.cif,1
245562.cif,0
636809.cif,1
22.cif,0
31969.cif,0
657992.cif,1
671046.cif,1
63089.cif,0
616867.cif,1
629726.cif,1
676266.cif,1
202056.cif,0
194046.cif,0
183635.cif,1
41249.cif,1
51437.cif,1
47123.cif,1
420677.cif,0
83605.cif,1
173594.cif,0
23834.cif,1
414435.cif,0
27334.cif,1
76434.cif,0
53491.cif,1
251687.cif,1
636856.cif,1
658120.cif,1
300264.cif,1
28603.cif,0
245305.cif,1
413085.cif,0
2610.cif,0
415931.cif,1
67987.cif,0
16969.cif,1
409844.cif,0
197924.cif,1
99080.cif,1
39684.cif,0
172873.cif,1
193592.cif,0
856.cif,0
152300.cif,0
256784.cif,0
280950.cif,0
15223.cif,1
236597.cif,1
427126.cif,1
237722.cif,0
648064.cif,0
649365.cif,1
602715.cif,1
256817.cif,0
99042.cif,1
77424.cif,0
76356.cif,1
74589.cif,1
646318.cif,1
78792.cif,0
624654.cif,1
36523.cif,1
250637.cif,0
607188.cif,1
154600.cif,1
290978.cif,1
637422.cif,1
264276.cif,0
670317.cif,1
189710.cif,1
262442.cif,0
412059.cif,0
40280.cif,0
611897.cif,1
67296.cif,0
73554.cif,1
414272.cif,0
671773.cif,1
622098.cif,1
6300.cif,1
402439.cif,1
672294.cif,1
63698.cif,0
652592.cif,1
9628.cif,1
16646.cif,0
263383.cif,0
95964.cif,0
201283.cif,1
59594.cif,1
247264.cif,1
609299.cif,1
425790.cif,1
616395.cif,1
253816.cif,1
616499.cif,1
187050.cif,0
281533.cif,0
110239.cif,0
95004.cif,1
409954.cif,0
638752.cif,1
673617.cif,1
152761.cif,1
280755.cif,0
104512.cif,1
646453.cif,1
85597.cif,0
58589.cif,1
262842.cif,1
290757.cif,1
606255.cif,1
23134.cif,0
152107.cif,0
98214.cif,1
601444.cif,1
418179.cif,1
423924.cif,1
32642.cif,0
414462.cif,0
170680.cif,0
636718.cif,1
617448.cif,1
74163.cif,1
260614.cif,0
50488.cif,1
633477.cif,1
85449.cif,1
63005.cif,0
674210.cif,0
238228.cif,1
617953.cif,1
62560.cif,0
632263.cif,1
77672.cif,1
415143.cif,0
105785.cif,1
614444.cif,1
252928.cif,0
427991.cif,1
424209.cif,0
249044.cif,0
251545.cif,0
608803.cif,1
42254.cif,1
190989.cif,1
191361.cif,1
640301.cif,1
67345.cif,0
249770.cif,1
415665.cif,0
74929.cif,0
656877.cif,1
650384.cif,1
108398.cif,1
23261.cif,1
429637.cif,1
109824.cif,0
15158.cif,1
98120.cif,1
180405.cif,1
106463.cif,1
81393.cif,0
673761.cif,1
258268.cif,0
9005.cif,0
418554.cif,1
108434.cif,1
42988.cif,1
21057.cif,0
84651.cif,0
641615.cif,1
82553.cif,1
239574.cif,0
6217.cif,0
36061.cif,1
629863.cif,1
96798.cif,1
159746.cif,0
185325.cif,1
40092.cif,0
246110.cif,0
248862.cif,0
168324.cif,1
260391.cif,1
409669.cif,0
68454.cif,0
31385.cif,0
400774.cif,1
631213.cif,1
245976.cif,0
73549.cif,0
240778.cif,0
188422.cif,0
422946.cif,0
75389.cif,0
675945.cif,1
623616.cif,1
41405.cif,1
422556.cif,0
290450.cif,0
10086.cif,0
424587.cif,0
16431.cif,1
84246.cif,0
164274.cif,1
252646.cif,0
625144.cif,1
601795.cif,1
188258.cif,1
671140.cif,1
672830.cif,1
419937.cif,0
61291.cif,1
181251.cif,1
613133.cif,1
622866.cif,1
656434.cif,1
201983.cif,0
92472.cif,0
189248.cif,0
416605.cif,0
44758.cif,1
168054.cif,0
420040.cif,0
27705.cif,1
81302.cif,1
264632.cif,0
26080.cif,0
671698.cif,1
56458.cif,0
300230.cif,0
2272.cif,1
623566.cif,1
26835.cif,1
616409.cif,1
248060.cif,0
617719.cif,1
609051.cif,1
650380.cif,1
670640.cif,1
91784.cif,0
264457.cif,0
252703.cif,0
634880.cif,1
193888.cif,1
260482.cif,1
671457.cif,1
632411.cif,1
97029.cif,1
254918.cif,1
90429.cif,1
2644.cif,0
37126.cif,0
50085.cif,1
409617.cif,0
407063.cif,0
425889.cif,0
165737.cif,1
99581.cif,0
402267.cif,0
611956.cif,1
424724.cif,1
102513.cif,1
79559.cif,0
38204.cif,1
37227.cif,0
95727.cif,0
4006.cif,0
250738.cif,1
20692.cif,0
639769.cif,1
190952.cif,0
647975.cif,1
651312.cif,1
51396.cif,0
251752.cif,0
428420.cif,0
616312.cif,1
110223.cif,0
1626.cif,0
676168.cif,1
158878.cif,0
157799.cif,0
84381.cif,1
9933.cif,1
81406.cif,1
633517.cif,1
104253.cif,1
256325.cif,0
61051.cif,1
280209.cif,0
51965.cif,1
76233.cif,1
201405.cif,0
408882.cif,1
75271.cif,0
423420.cif,1
256772.cif,0
616132.cif,1
31690.cif,0
89553.cif,1
638574.cif,1
68912.cif,0
73586.cif,0
20761.cif,0
6164.cif,0
241904.cif,0
409724.cif,0
650069.cif,1
39129.cif,0
58060.cif,1
25406.cif,1
256154.cif,0
71066.cif,0
110581.cif,0
400462.cif,0
674190.cif,0
430347.cif,0
671486.cif,0
419559.cif,1
670593.cif,1
94349.cif,0
82605.cif,1
197999.cif,1
198828.cif,1
425934.cif,0
710005.cif,0
409856.cif,0
262676.cif,1
380301.cif,0
68290.cif,1
170757.cif,0
90585.cif,1
84201.cif,1
602201.cif,1
31037.cif,1
634357.cif,1
621422.cif,1
81387.cif,0
674202.cif,0
24350.cif,1
417442.cif,1
651345.cif,1
431964.cif,1
99426.cif,0
673453.cif,1
74700.cif,1
97993.cif,1
191281.cif,0
621380.cif,1
412411.cif,1
35702.cif,0
27808.cif,1
107733.cif,1
56276.cif,1
62532.cif,0
55656.cif,0
90579.cif,1
419464.cif,1
626909.cif,1
631799.cif,1
423451.cif,1
67821.cif,1
37318.cif,0
65453.cif,0
150812.cif,0
173662.cif,1
71899.cif,1
55823.cif,1
188774.cif,0
15436.cif,0
409179.cif,1
8148.cif,0
255794.cif,0
252314.cif,0
193568.cif,1
424911.cif,0
602095.cif,1
424176.cif,1
622827.cif,1
192243.cif,1
98178.cif,1
240747.cif,1
200688.cif,0
419081.cif,1
651564.cif,1
421115.cif,1
37199.cif,0
78657.cif,0
404230.cif,0
1723.cif,0
238800.cif,0
88618.cif,1
99959.cif,0
58812.cif,1
150225.cif,1
407808.cif,0
424301.cif,0
631930.cif,1
428003.cif,0
603968.cif,1
64826.cif,0
35553.cif,0
634403.cif,1
411076.cif,1
158950.cif,0
658451.cif,1
39758.cif,0
412543.cif,1
433531.cif,1
80553.cif,0
99077.cif,1
157928.cif,1
40342.cif,1
67278.cif,0
93756.cif,0
156312.cif,0
52079.cif,1
603428.cif,1
633093.cif,1
74885.cif,0
638207.cif,0
22328.cif,0
110461.cif,0
200788.cif,1
241226.cif,0
638297.cif,1
174213.cif,0
424108.cif,1
58071.cif,1
256804.cif,0
617391.cif,1
646691.cif,1
250754.cif,1
165330.cif,0
407153.cif,0
672288.cif,1
169480.cif,0
642030.cif,1
606020.cif,1
67917.cif,0
67660.cif,0
67671.cif,1
69550.cif,0
85460.cif,1
244225.cif,0
380476.cif,0
418829.cif,0
20010.cif,1
620063.cif,1
56710.cif,1
290712.cif,1
26678.cif,0
433046.cif,0
405808.cif,0
155846.cif,1
201787.cif,1
602762.cif,1
62886.cif,0
78484.cif,0
405833.cif,0
9490.cif,0
170041.cif,0
106503.cif,1
15017.cif,0
236604.cif,0
23788.cif,1
670818.cif,1
260550.cif,1
415507.cif,1
163815.cif,0
78763.cif,0
425281.cif,1
410323.cif,0
676325.cif,1
251678.cif,0
673951.cif,1
94407.cif,1
637151.cif,1
410387.cif,1
76710.cif,1
238934.cif,0
3420.cif,0
107415.cif,1
254271.cif,0
61125.cif,1
99050.cif,0
79320.cif,0
244051.cif,1
50468.cif,0
671453.cif,1
262204.cif,1
167637.cif,1
95909.cif,1
640379.cif,1
105457.cif,1
107871.cif,1
51906.cif,0
255342.cif,1
75277.cif,0
261403.cif,0
611757.cif,1
45511.cif,0
290435.cif,1
675744.cif,1
30222.cif,0
414229.cif,1
154809.cif,1
624286.cif,1
671018.cif,1
189380.cif,1
109932.cif,1
187024.cif,1
51643.cif,0
26459.cif,1
640876.cif,1
27386.cif,0
673668.cif,1
166879.cif,0
290000.cif,0
265634.cif,0
659095.cif,1
202936.cif,0
428451.cif,0
265179.cif,0
169387.cif,1
196449.cif,0
20931.cif,0
87252.cif,1
79221.cif,1
58409.cif,1
173677.cif,1
659547.cif,1
